
Full Report
epoch=1900
numDocs=2117
numTokens=35464
numWords=2785
numTopics=20

TOPIC 0  (total count=2095)
SYMBOL             WORD    COUNT   PROB          Z
    2        5   0.142
   17        5   0.142
    7        4   0.114
   16        4   0.114
    6        3   0.086
   19        2   0.058
    0        1   0.031
   12        1   0.031
   14        1   0.031

hopes(7) evening(6) afford(19) opportunity(16) bringing(7) together(10) whole(6) visit(17) pass(2) enter(10) something(14) conversation(10) mere(2) ceremonious(15) salutation(10) attending(7) entrance(10) anxious(16) uneasy(2) period(17) passed(2) drawing(16) gentlemen(16) dull(17) degree(6) almost(17) uncivil(12) looked(2) forward(10) entrance(10) point(7) chance(0) evening(17) depend(19) 

DOC 1793
TOPIC    COUNT    PROB
----------------------



DOC 1794
TOPIC    COUNT    PROB
----------------------
   16       16   0.700
    2        2   0.091
    3        2   0.091
    4        1   0.048

gentlemen(16) looked(3) answered(2) hopes(3) ladies(16) crowded(16) round(16) table(16) making(16) tea(16) coffee(16) close(16) single(16) near(16) admit(4) chair(16) gentlemen(16) approaching(2) girls(16) moved(16) whisper(16) 

DOC 1795
TOPIC    COUNT    PROB
----------------------
    1        5   0.567
    6        1   0.122
   15        1   0.122

men(1) shan(1) t(1) part(1) determined(15) want(1) none(6) 

DOC 1796
TOPIC    COUNT    PROB
----------------------
   10        5   0.300
    3        4   0.241
    1        2   0.124
    5        1   0.065
   12        1   0.065
   15        1   0.065
   16        1   0.065

walked(10) another(15) part(10) followed(10) eyes(3) everyone(12) whom(3) spoke(3) scarcely(3) patience(10) help(10) anybody(1) coffee(16) against(5) silly(1) 

DOC 1797
TOPIC    COUNT    PROB
----------------------
    5        4   0.273
   19        4   0.273
    4        2   0.140
    6        2   0.140
   12        1   0.073

once(6) refused(5) foolish(19) expect(19) renewal(5) among(12) sex(19) against(5) weakness(5) second(4) proposal(6) same(4) woman(19) 

DOC 1798
TOPIC    COUNT    PROB
----------------------
   16        4   0.513
    7        1   0.138
   10        1   0.138

revived(16) bringing(7) back(10) coffee(16) opportunity(16) saying(16) 

DOC 1799
TOPIC    COUNT    PROB
----------------------
    7        1   0.275
   18        1   0.275

pemberley(18) still(7) 

DOC 1800
TOPIC    COUNT    PROB
----------------------
   15        2   0.525

remain(15) christmas(15) 

DOC 1801
TOPIC    COUNT    PROB
----------------------
    9        3   0.620

alone(9) friends(9) left(9) 

DOC 1802
TOPIC    COUNT    PROB
----------------------
    9        4   0.513
    7        1   0.138
   16        1   0.138

annesley(7) others(16) gone(9) these(9) three(9) weeks(9) 

DOC 1803
TOPIC    COUNT    PROB
----------------------
   10        3   0.310
    7        2   0.210
    2        1   0.110
   11        1   0.110
   15        1   0.110

wished(15) converse(7) success(2) stood(10) minutes(10) silence(11) whispering(7) walked(10) 

DOC 1804
TOPIC    COUNT    PROB
----------------------
   16       13   0.397
    6        8   0.245
   19        6   0.185
    0        3   0.094
    3        1   0.033

tea(16) things(19) removed(16) card(16) tables(16) placed(16) ladies(16) rose(6) hoping(6) joined(16) views(19) overthrown(19) seeing(16) fall(19) whist(16) few(6) moments(6) seated(16) rest(6) party(6) lost(0) expectation(0) confined(19) evening(6) different(19) tables(16) eyes(0) turned(3) towards(16) side(6) play(16) 

DOC 1805
TOPIC    COUNT    PROB
----------------------
    8        7   0.592
    7        1   0.092
   10        1   0.092
   16        1   0.092

designed(7) keep(8) netherfield(8) gentlemen(8) supper(8) carriage(8) unluckily(10) ordered(8) others(16) opportunity(8) 

DOC 1806
TOPIC    COUNT    PROB
----------------------
   13       19   0.478
    8       11   0.277
    9        8   0.202

girls(8) left(9) themselves(8) thing(8) passed(9) off(9) uncommonly(8) assure(13) dinner(8) dressed(9) turn(13) everybody(8) fifty(9) times(13) lucases(8) week(9) acknowledged(13) remarkably(13) suppose(13) three(8) least(9) look(13) greater(13) beauty(13) asked(13) whether(13) besides(9) ah(13) netherfield(8) creature(13) lived(8) nieces(8) pretty(13) behaved(13) girls(13) handsome(13) like(13) prodigiously(13) 

DOC 1807
TOPIC    COUNT    PROB
----------------------
   15        6   0.321
   17        5   0.268
    8        2   0.111
   14        2   0.111
    1        1   0.058
    4        1   0.058

short(17) spirits(17) seen(14) behaviour(17) convinced(4) get(1) expectations(8) advantage(15) happy(15) humour(17) far(15) beyond(17) reason(14) disappointed(15) seeing(15) next(8) proposals(15) 

DOC 1808
TOPIC    COUNT    PROB
----------------------
    6        5   0.638
    3        1   0.138

agreeable(6) party(3) seemed(6) selected(6) suitable(6) meet(6) 

DOC 1809
TOPIC    COUNT    PROB
----------------------
    4        1   0.367

smiled(4) 

DOC 1810
TOPIC    COUNT    PROB
----------------------
   12       11   0.462
   15        3   0.129
    5        2   0.088
   10        2   0.088
   13        2   0.088
    4        1   0.046
   19        1   0.046

suspect(13) assure(15) learnt(5) enjoy(5) conversation(10) agreeable(13) sensible(12) beyond(12) perfectly(12) satisfied(4) manners(12) design(12) engaging(15) affection(12) blessed(12) greater(12) sweetness(12) address(10) stronger(19) desire(15) generally(12) pleasing(12) 

DOC 1811
TOPIC    COUNT    PROB
----------------------
   10        3   0.517
    3        1   0.183

cruel(10) smile(10) provoking(10) moment(3) 

DOC 1812
TOPIC    COUNT    PROB
----------------------
    0        1   0.220
    7        1   0.220
   12        1   0.220

hard(12) cases(7) believed(0) 

DOC 1813
TOPIC    COUNT    PROB
----------------------
    6        1   0.275
   16        1   0.275

impossible(6) others(16) 

DOC 1814
TOPIC    COUNT    PROB
----------------------
   15        3   0.517
    0        1   0.183

why(15) persuade(0) feel(15) acknowledge(15) 

DOC 1815
TOPIC    COUNT    PROB
----------------------
    4        5   0.510
    1        3   0.310

question(4) hardly(4) answer(4) teach(1) worth(1) knowing(4) forgive(1) indifference(4) 

DOC 1816
TOPIC    COUNT    PROB
----------------------



DOC 1817
TOPIC    COUNT    PROB
----------------------
   17       10   0.388
    9        9   0.350
   16        3   0.119
    0        1   0.042
    8        1   0.042

few(17) days(9) visit(17) called(17) alone(9) left(9) morning(9) london(8) return(17) home(17) ten(9) days(9) sat(16) above(9) hour(16) remarkably(16) spirits(17) invited(17) dine(17) expressions(0) concern(9) confessed(9) engaged(17) elsewhere(17) 

DOC 1818
TOPIC    COUNT    PROB
----------------------
    8        2   0.420
    9        1   0.220

next(8) call(9) lucky(8) 

DOC 1819
TOPIC    COUNT    PROB
----------------------
   15        7   0.645
    2        2   0.191

particularly(2) happy(2) etc(15) etc(15) leave(15) take(15) early(15) opportunity(15) waiting(15) 

DOC 1820
TOPIC    COUNT    PROB
----------------------
    0        1   0.367

morrow(0) 

DOC 1821
TOPIC    COUNT    PROB
----------------------
    8        3   0.443
    0        1   0.157
    2        1   0.157

engagement(8) morrow(0) invitation(8) accepted(8) alacrity(2) 

DOC 1822
TOPIC    COUNT    PROB
----------------------
   16        4   0.342
   14        3   0.258
    6        2   0.175
    2        1   0.092

ladies(16) none(6) dressed(14) ran(14) daughter(2) dressing(16) gown(14) hair(16) half(16) finished(6) 

DOC 1823
TOPIC    COUNT    PROB
----------------------
   11        5   0.392
    3        2   0.162
   16        2   0.162
   13        1   0.085
   14        1   0.085

haste(11) hurry(11) down(16) haste(11) haste(11) here(11) moment(3) help(13) gown(14) mind(3) hair(16) 

DOC 1824
TOPIC    COUNT    PROB
----------------------
   16        5   0.464
    1        2   0.191
    7        2   0.191

down(16) dare(1) kitty(1) either(7) went(16) stairs(16) half(16) hour(16) ago(7) 

DOC 1825
TOPIC    COUNT    PROB
----------------------
    7        2   0.420
    9        1   0.220

kitty(9) quick(7) quick(7) 

DOC 1826
TOPIC    COUNT    PROB
----------------------
    1        3   0.517
    9        1   0.183

gone(9) prevailed(1) down(1) sisters(1) 

DOC 1827
TOPIC    COUNT    PROB
----------------------
   16       11   0.396
    1        5   0.182
    8        4   0.146
    5        2   0.075
    4        1   0.039
   17        1   0.039
   18        1   0.039
   19        1   0.039

same(19) anxiety(4) get(1) themselves(8) visible(5) evening(8) tea(16) retired(16) library(16) mary(16) went(16) stairs(16) instrument(1) five(8) thus(8) removed(17) sat(16) looking(16) considerable(18) making(16) impression(5) observe(16) kitty(16) matter(1) mamma(1) keep(1) 

DOC 1828
TOPIC    COUNT    PROB
----------------------
   10        6   0.203
   11        5   0.170
   16        5   0.170
    8        4   0.137
    4        3   0.103
    9        3   0.103
    3        1   0.037
   12        1   0.037

child(16) sat(16) still(11) five(8) minutes(11) longer(8) unable(8) occasion(9) suddenly(10) got(9) saying(8) kitty(16) here(9) want(12) speak(10) took(16) instantly(4) gave(4) look(10) spoke(3) distress(10) entreaty(4) few(10) minutes(11) half(16) opened(11) door(11) called(10) 

DOC 1829
TOPIC    COUNT    PROB
----------------------
   12        1   0.275
   19        1   0.275

want(12) speak(19) 

DOC 1830
TOPIC    COUNT    PROB
----------------------
    4        1   0.367

forced(4) 

DOC 1831
TOPIC    COUNT    PROB
----------------------
   16        4   0.410
    8        1   0.110
    9        1   0.110
   11        1   0.110
   12        1   0.110

leave(8) themselves(12) hall(11) kitty(16) going(9) upstairs(16) sit(16) dressing(16) 

DOC 1832
TOPIC    COUNT    PROB
----------------------
   11        4   0.373
   16        3   0.282
    6        1   0.100
    7        1   0.100

attempt(6) reason(7) remained(16) quietly(11) hall(11) kitty(16) sight(11) returned(11) drawing(16) 

DOC 1833
TOPIC    COUNT    PROB
----------------------
    2        9   0.337
    6        5   0.189
    8        4   0.152
    3        2   0.078
    5        2   0.078
    0        1   0.041
   12        1   0.041
   15        1   0.041

schemes(12) thing(8) charming(6) except(2) professed(2) lover(5) daughter(2) ease(2) cheerfulness(8) rendered(3) agreeable(6) addition(2) evening(8) party(8) bore(6) ill(5) judged(0) silly(2) remarks(2) forbearance(2) command(6) countenance(3) particularly(6) grateful(15) daughter(2) 

DOC 1834
TOPIC    COUNT    PROB
----------------------
    8        6   0.339
    9        6   0.339
    3        2   0.117
    5        1   0.061
   19        1   0.061

scarcely(3) needed(8) invitation(8) stay(9) supper(8) went(9) engagement(8) formed(5) chiefly(3) through(9) means(19) coming(9) next(8) morning(8) shoot(9) husband(9) 

DOC 1835
TOPIC    COUNT    PROB
----------------------
   10        6   0.265
    8        5   0.222
   15        4   0.178
    9        3   0.135
    2        1   0.048
    4        1   0.048
    5        1   0.048

indifference(4) word(10) passed(2) between(8) sisters(8) concerning(15) went(9) bed(8) happy(15) belief(5) speedily(10) concluded(10) unless(9) returned(8) within(8) seriously(15) tolerably(10) persuaded(15) taken(10) place(9) gentleman(10) 

DOC 1836
TOPIC    COUNT    PROB
----------------------
    8        9   0.239
    6        7   0.187
   16        7   0.187
   12        6   0.161
   17        4   0.108
    9        3   0.082

punctual(8) spent(17) morning(8) together(8) agreed(6) latter(6) agreeable(16) companion(6) expected(6) presumption(9) folly(12) provoke(6) ridicule(12) disgust(17) silence(6) less(12) seen(6) course(8) returned(8) dinner(17) evening(17) work(12) get(8) daughter(8) write(16) went(16) breakfast(8) purpose(9) tea(16) others(12) going(9) sit(16) down(16) cards(16) wanted(8) schemes(12) 

DOC 1837
TOPIC    COUNT    PROB
----------------------
    6       11   0.252
   11       10   0.230
   10        9   0.207
    7        8   0.184
    0        1   0.025
    1        1   0.025
    9        1   0.025
   16        1   0.025

returning(7) drawing(11) finished(6) surprise(7) reason(7) fear(7) opening(11) door(11) perceived(11) standing(11) together(10) engaged(6) earnest(10) conversation(10) led(11) suspicion(6) faces(11) both(6) hastily(11) turned(10) round(16) moved(10) each(6) told(6) situation(0) awkward(6) hers(6) still(7) worse(1) syllable(10) uttered(6) either(7) point(7) going(9) sat(10) down(10) suddenly(10) rose(6) whispering(7) few(11) words(6) ran(11) 

DOC 1838
TOPIC    COUNT    PROB
----------------------
    5        3   0.282
   10        3   0.282
    0        2   0.191
    6        1   0.100

reserves(10) confidence(0) instantly(10) acknowledged(0) liveliest(6) emotion(10) happiest(5) creature(5) world(5) 

DOC 1839
TOPIC    COUNT    PROB
----------------------
   15        3   0.344
    5        2   0.233
    1        1   0.122
   10        1   0.122

tis(1) added(10) far(5) deserve(15) why(15) everybody(5) happy(15) 

DOC 1840
TOPIC    COUNT    PROB
----------------------
   15        5   0.255
    2        4   0.205
    5        4   0.205
    4        3   0.155
    8        1   0.055
   17        1   0.055

congratulations(2) given(8) sincerity(4) warmth(2) delight(4) words(2) poorly(2) express(4) sentence(5) kindness(15) fresh(5) source(5) happiness(15) allow(15) stay(17) half(15) remained(5) present(15) 

DOC 1841
TOPIC    COUNT    PROB
----------------------
    4        8   0.540
    0        3   0.207
    9        1   0.073
   14        1   0.073

instantly(4) account(4) trifle(4) affectionate(4) solicitude(4) allow(0) hear(4) anyone(4) gone(9) already(14) relate(0) bear(4) happiness(0) 

DOC 1842
TOPIC    COUNT    PROB
----------------------
   16        6   0.610
    2        1   0.110
    3        1   0.110

hastened(16) purposely(3) broken(2) card(16) party(16) sitting(16) stairs(16) kitty(16) 

DOC 1843
TOPIC    COUNT    PROB
----------------------
    0        6   0.436
    2        3   0.221
    8        2   0.150
    9        1   0.079

left(9) smiled(2) rapidity(0) ease(2) affair(0) finally(0) settled(8) given(8) previous(2) months(0) suspense(0) vexation(0) 

DOC 1844
TOPIC    COUNT    PROB
----------------------
    5        3   0.310
   15        2   0.210
    6        1   0.110
   16        1   0.110
   18        1   0.110

end(6) anxious(16) falsehood(5) contrivance(18) happiest(15) wisest(15) reasonable(5) end(5) 

DOC 1845
TOPIC    COUNT    PROB
----------------------
   11        5   0.567
    2        2   0.233

few(11) minutes(11) joined(2) whose(11) conference(11) short(11) purpose(2) 

DOC 1846
TOPIC    COUNT    PROB
----------------------
   11        3   0.620

hastily(11) opened(11) door(11) 

DOC 1847
TOPIC    COUNT    PROB
----------------------
   16        2   0.350
    1        1   0.183
   11        1   0.183

stairs(16) down(16) moment(11) dare(1) 

DOC 1848
TOPIC    COUNT    PROB
----------------------
    0       10   0.289
    4        6   0.174
    5        5   0.146
   11        4   0.117
    3        3   0.089
   12        3   0.089
   10        2   0.060

shut(11) door(11) coming(11) claimed(4) wishes(5) affection(0) honestly(5) heartily(0) expressed(3) delight(4) prospect(11) relationship(0) shook(4) hands(4) cordiality(10) down(10) listen(3) happiness(0) spite(0) lover(5) believed(0) expectations(5) felicity(0) rationally(4) founded(12) excellent(0) understanding(5) excellent(0) disposition(12) general(12) feeling(0) taste(3) between(4) 

DOC 1849
TOPIC    COUNT    PROB
----------------------
    3       13   0.374
   17        4   0.117
   12        3   0.089
   13        3   0.089
    4        2   0.060
    7        2   0.060
    8        2   0.060
    9        2   0.060
   18        2   0.060

evening(13) common(7) delight(3) satisfaction(17) mind(12) gave(4) glow(3) sweet(13) animation(17) face(3) look(3) handsomer(3) kitty(9) smiled(4) hoped(8) turn(3) coming(9) consent(18) speak(3) approbation(12) terms(7) warm(13) satisfy(18) talked(3) else(17) half(3) hour(17) joined(3) supper(8) voice(3) plainly(3) showed(3) happy(12) 

DOC 1850
TOPIC    COUNT    PROB
----------------------
   10        4   0.315
    9        3   0.238
    6        2   0.162
    8        2   0.162

word(10) passed(6) lips(10) allusion(10) visitor(9) took(6) leave(8) night(9) gone(9) turned(10) daughter(8) 

DOC 1851
TOPIC    COUNT    PROB
----------------------
   19        2   0.420
   15        1   0.220

congratulate(19) happy(15) woman(19) 

DOC 1852
TOPIC    COUNT    PROB
----------------------
    1        1   0.183
   10        1   0.183
   14        1   0.183
   16        1   0.183

went(16) instantly(10) thanked(14) goodness(1) 

DOC 1853
TOPIC    COUNT    PROB
----------------------
    7        6   0.339
   18        3   0.172
   12        2   0.117
    3        1   0.061
    5        1   0.061
    8        1   0.061
   16        1   0.061
   19        1   0.061

girl(7) thinking(12) happily(16) settled(18) doubt(18) doing(7) together(7) means(19) unlike(12) each(7) complying(7) resolved(5) easy(3) servant(8) generous(7) income(18) 

DOC 1854
TOPIC    COUNT    PROB
----------------------
    7        2   0.300
    0        1   0.157
    1        1   0.157
   19        1   0.157

imprudence(0) thoughtlessness(7) money(1) matters(19) unpardonable(7) 

DOC 1855
TOPIC    COUNT    PROB
----------------------
   14       10   0.361
   18        7   0.254
    1        6   0.218
    9        2   0.075
   13        1   0.039

income(18) wife(18) talking(1) why(14) four(18) five(18) thousand(18) year(18) likely(14) addressing(14) daughter(9) happy(1) shan(1) t(1) get(1) sleep(1) night(14) knew(14) beautiful(13) remember(14) hertfordshire(14) year(14) likely(14) together(9) handsomest(18) seen(14) 

DOC 1856
TOPIC    COUNT    PROB
----------------------
    3        3   0.182
    4        3   0.182
    8        3   0.182
    0        2   0.124
    7        2   0.124
   11        1   0.065
   17        1   0.065

forgotten(4) beyond(17) competition(7) favourite(11) child(0) moment(3) cared(4) younger(8) sisters(8) began(4) interest(7) objects(3) happiness(0) future(8) able(3) 

DOC 1857
TOPIC    COUNT    PROB
----------------------
    9        5   0.425
   16        3   0.258
    2        2   0.175

mary(16) use(2) library(16) netherfield(9) kitty(16) begged(2) hard(9) few(9) balls(9) winter(9) 

DOC 1858
TOPIC    COUNT    PROB
----------------------
    8       11   0.653
    9        4   0.241

course(8) daily(8) visitor(9) coming(9) frequently(8) breakfast(8) remaining(8) supper(8) unless(9) neighbour(9) given(8) invitation(8) dinner(8) obliged(8) accept(8) 

DOC 1859
TOPIC    COUNT    PROB
----------------------
   19        7   0.263
   17        5   0.189
    6        4   0.152
   15        4   0.152
    9        3   0.115
   13        2   0.078

conversation(6) while(17) present(15) attention(17) bestow(15) anyone(19) else(19) found(9) considerably(17) useful(19) both(6) those(6) hours(9) separation(17) sometimes(15) occur(19) absence(17) attached(15) talking(13) gone(9) constantly(19) sought(13) same(6) means(19) relief(19) 

DOC 1860
TOPIC    COUNT    PROB
----------------------
    0        3   0.282
    2        3   0.282
    8        2   0.191
   12        1   0.100

happy(2) evening(8) telling(2) totally(12) ignorant(0) town(8) spring(2) believed(0) possible(0) 

DOC 1861
TOPIC    COUNT    PROB
----------------------
    8        1   0.275
   17        1   0.275

suspected(8) account(17) 

DOC 1862
TOPIC    COUNT    PROB
----------------------
    7        6   0.339
    5        5   0.283
   15        4   0.228
    0        1   0.061

doing(7) certainly(15) friends(15) acquaintance(7) wonder(5) since(5) chosen(0) respects(5) trust(7) brother(5) happy(15) learn(15) contented(7) terms(7) once(5) each(7) 

DOC 1863
TOPIC    COUNT    PROB
----------------------
    0        1   0.183
   11        1   0.183
   16        1   0.183
   19        1   0.183

speech(16) utter(11) girl(19) regard(0) 

DOC 1864
TOPIC    COUNT    PROB
----------------------
    9        4   0.373
   12        2   0.191
   16        2   0.191
   14        1   0.100

went(16) town(9) november(9) loved(12) persuasion(14) indifferent(12) prevented(9) coming(9) down(16) 

DOC 1865
TOPIC    COUNT    PROB
----------------------
    0        1   0.220
    7        1   0.220
   13        1   0.220

mistake(13) credit(0) modesty(7) 

DOC 1866
TOPIC    COUNT    PROB
----------------------
    7        8   0.426
    5        4   0.216
    6        2   0.111
    8        2   0.111
   14        1   0.058

naturally(7) introduced(8) diffidence(8) value(7) put(6) qualities(7) pleased(6) find(14) betrayed(7) interference(5) generous(7) heart(7) world(5) knew(5) circumstance(7) prejudice(7) against(5) 

DOC 1867
TOPIC    COUNT    PROB
----------------------
   15        8   0.675
   13        1   0.092
   19        1   0.092

certainly(15) fortunate(19) creature(13) existed(15) why(15) thus(15) blessed(15) above(15) happy(15) another(15) 

DOC 1868
TOPIC    COUNT    PROB
----------------------
    1        4   0.373
   15        4   0.373
   19        1   0.100

men(1) happy(15) disposition(19) goodness(1) happiness(15) perhaps(15) luck(1) meet(1) another(15) 

DOC 1869
TOPIC    COUNT    PROB
----------------------
   14        5   0.392
    0        3   0.238
    9        2   0.162
   15        1   0.085

situation(0) affairs(14) secret(14) privileged(14) whisper(0) phillips(14) ventured(0) permission(14) same(15) neighbours(9) meryton(9) 

DOC 1870
TOPIC    COUNT    PROB
----------------------
   17        3   0.238
    5        2   0.162
   10        2   0.162
   12        2   0.162
    8        1   0.085
   15        1   0.085

bennets(8) speedily(17) pronounced(10) world(5) few(17) weeks(17) run(12) generally(12) proved(10) marked(5) misfortune(15) 

DOC 1871
TOPIC    COUNT    PROB
----------------------



DOC 1872
TOPIC    COUNT    PROB
----------------------
    8       14   0.247
   11       14   0.247
    9        7   0.125
    5        6   0.107
   17        4   0.072
   18        4   0.072
   10        3   0.054
    0        2   0.037
   14        1   0.019

morning(8) week(9) engagement(8) formed(5) sitting(11) together(10) dining(11) attention(17) suddenly(10) drawn(18) window(11) sound(11) carriage(8) perceived(9) chaise(11) four(18) driving(11) lawn(11) early(8) morning(8) visitors(17) besides(0) answer(8) neighbours(9) horses(8) post(8) neither(5) carriage(11) nor(5) servant(8) familiar(8) certain(9) somebody(8) coming(11) instantly(11) prevailed(5) avoid(5) intrusion(8) walk(11) shrubbery(8) both(5) set(17) off(9) conjectures(14) remaining(8) three(9) continued(10) satisfaction(17) door(11) thrown(0) open(11) visitor(9) entered(11) de(18) bourgh(18) 

DOC 1873
TOPIC    COUNT    PROB
----------------------
    5        3   0.238
    6        2   0.162
    8        2   0.162
    0        1   0.085
    9        1   0.085
   12        1   0.085
   19        1   0.085

course(8) intending(19) surprised(6) astonishment(5) beyond(12) expectation(0) part(5) kitty(9) perfectly(6) unknown(5) inferior(8) 

DOC 1874
TOPIC    COUNT    PROB
----------------------
   10       12   0.576
    4        6   0.290
   17        1   0.052

entered(4) air(10) usually(10) ungracious(10) reply(4) salutation(10) slight(10) inclination(10) head(4) sat(10) down(10) saying(10) word(10) mentioned(4) name(4) ladyship(17) entrance(10) request(4) introduction(10) 

DOC 1875
TOPIC    COUNT    PROB
----------------------
   11        6   0.469
    6        4   0.315
   13        1   0.085

amazement(11) flattered(6) guest(13) high(11) importance(11) received(6) utmost(6) politeness(6) sitting(11) moment(11) silence(11) 

DOC 1876
TOPIC    COUNT    PROB
----------------------
   13        1   0.367

suppose(13) 

DOC 1877
TOPIC    COUNT    PROB
----------------------



DOC 1878
TOPIC    COUNT    PROB
----------------------
    1        1   0.275
    9        1   0.275

suppose(1) sisters(9) 

DOC 1879
TOPIC    COUNT    PROB
----------------------
    8        6   0.381
    9        3   0.194
   19        3   0.194
   10        1   0.069
   15        1   0.069

madam(15) delighted(8) speak(19) youngest(8) girl(19) youngest(8) lately(9) married(9) eldest(8) somewhere(9) grounds(10) walking(8) become(8) part(19) 

DOC 1880
TOPIC    COUNT    PROB
----------------------
   11        6   0.763

small(11) park(11) here(11) returned(11) short(11) silence(11) 

DOC 1881
TOPIC    COUNT    PROB
----------------------
    2        3   0.310
   13        2   0.210
    0        1   0.110
   17        1   0.110
   18        1   0.110

comparison(0) rosings(17) dare(13) assure(13) larger(18) sir(2) william(2) lucas(2) 

DOC 1882
TOPIC    COUNT    PROB
----------------------
   11        3   0.388
   17        3   0.388

inconvenient(17) sitting(11) evening(17) summer(11) windows(11) full(17) 

DOC 1883
TOPIC    COUNT    PROB
----------------------
    2        1   0.183
    7        1   0.183
   10        1   0.183
   17        1   0.183

assured(2) sat(10) dinner(17) added(7) 

DOC 1884
TOPIC    COUNT    PROB
----------------------
   13        3   0.388
   15        2   0.263
   16        1   0.138

take(15) liberty(15) asking(13) ladyship(16) whether(13) left(13) 

DOC 1885
TOPIC    COUNT    PROB
----------------------
    9        1   0.367

night(9) 

DOC 1886
TOPIC    COUNT    PROB
----------------------
   10        4   0.410
    0        3   0.310
   19        1   0.110

expected(0) produce(0) seemed(10) probable(0) motive(19) calling(10) appeared(10) completely(10) 

DOC 1887
TOPIC    COUNT    PROB
----------------------
   16        4   0.342
    6        3   0.258
    2        1   0.092
    3        1   0.092
   15        1   0.092

civility(6) begged(2) ladyship(16) take(15) refreshment(16) resolutely(16) politely(16) declined(3) anything(6) rising(6) 

DOC 1888
TOPIC    COUNT    PROB
----------------------
    1        3   0.282
    6        3   0.282
    3        1   0.100
   11        1   0.100
   17        1   0.100

seemed(6) kind(1) side(6) lawn(11) glad(1) take(1) turn(3) favour(6) company(17) 

DOC 1889
TOPIC    COUNT    PROB
----------------------
   19        3   0.443
    4        1   0.157
   18        1   0.157

show(19) ladyship(19) different(4) walks(19) pleased(18) 

DOC 1890
TOPIC    COUNT    PROB
----------------------
   11       16   0.767
   18        2   0.100
   13        1   0.052

obeyed(11) running(11) attended(11) noble(18) guest(13) downstairs(11) passed(11) through(11) hall(11) opened(11) doors(11) dining(11) parlour(11) drawing(11) short(11) decent(18) looking(11) rooms(11) walked(11) 

DOC 1891
TOPIC    COUNT    PROB
----------------------
   11        9   0.433
   13        4   0.195
   15        3   0.148
   16        3   0.148

carriage(11) remained(16) door(11) waiting(15) woman(13) proceeded(11) silence(11) along(11) gravel(11) walk(11) led(11) copse(13) determined(15) effort(15) conversation(16) woman(13) usually(11) insolent(16) disagreeable(13) 

DOC 1892
TOPIC    COUNT    PROB
----------------------
    3        2   0.350
   18        2   0.350

like(18) nephew(18) looked(3) face(3) 

DOC 1893
TOPIC    COUNT    PROB
----------------------
    4        2   0.350
   13        1   0.183
   16        1   0.183

entered(4) copse(13) began(16) following(4) 

DOC 1894
TOPIC    COUNT    PROB
----------------------
   14        5   0.464
    4        2   0.191
    9        1   0.100
   17        1   0.100

loss(17) understand(4) reason(14) journey(9) hither(14) heart(14) conscience(4) tell(14) why(14) 

DOC 1895
TOPIC    COUNT    PROB
----------------------
    3        3   0.620

looked(3) unaffected(3) astonishment(3) 

DOC 1896
TOPIC    COUNT    PROB
----------------------
   15        4   0.456
    4        1   0.122
    7        1   0.122
   17        1   0.122

mistaken(7) madam(15) able(15) account(4) honour(15) seeing(17) here(15) 

DOC 1897
TOPIC    COUNT    PROB
----------------------
    5        9   0.227
    4        7   0.178
    7        6   0.153
    0        5   0.128
    9        4   0.103
   19        3   0.078
   10        2   0.053
    1        1   0.028
    2        1   0.028

ladyship(5) angry(1) tone(10) ought(4) choose(0) find(4) character(0) sincerity(4) frankness(4) cause(7) moment(5) certainly(7) depart(7) report(9) alarming(4) nature(19) reached(10) days(9) ago(7) told(4) point(19) married(9) likelihood(0) afterwards(2) united(5) nephew(5) nephew(5) scandalous(7) falsehood(5) suppose(5) truth(0) possible(0) instantly(4) resolved(5) off(9) place(19) sentiments(7) known(5) 

DOC 1898
TOPIC    COUNT    PROB
----------------------
    0        3   0.207
   10        2   0.140
   17        2   0.140
    1        1   0.073
    3        1   0.073
    4        1   0.073
    5        1   0.073
    7        1   0.073
   12        1   0.073

believed(0) impossible(10) true(1) colouring(7) astonishment(3) disdain(12) wonder(4) took(10) trouble(0) coming(0) far(5) ladyship(17) propose(17) 

DOC 1899
TOPIC    COUNT    PROB
----------------------
   19        2   0.300
    8        1   0.157
   12        1   0.157
   18        1   0.157

once(8) insist(19) upon(19) report(18) universally(12) 

DOC 1900
TOPIC    COUNT    PROB
----------------------
    9        2   0.263
   13        2   0.263
   14        1   0.138
   15        1   0.138

coming(9) coolly(13) rather(15) confirmation(13) report(9) existence(14) 

DOC 1901
TOPIC    COUNT    PROB
----------------------
    9        3   0.443
    0        2   0.300

pretend(0) ignorant(0) report(9) spread(9) abroad(9) 

DOC 1902
TOPIC    COUNT    PROB
----------------------



DOC 1903
TOPIC    COUNT    PROB
----------------------
    4        3   0.620

likewise(4) declare(4) foundation(4) 

DOC 1904
TOPIC    COUNT    PROB
----------------------
    0        3   0.282
   13        3   0.282
    4        2   0.191
   17        1   0.100

